name,SAFE total score,number of enriched nodes,number of enriched samples,SAFE enriched score,enriched abundance ratio,enriched SAFE score ratio
Methanosphaera,33.57810836156414,29,77,20.024366103711664,0.18194876705769775,0.596351822088732
Methylobacterium,0.0,0,0,0.0,0.0,
Mitsuokella,25.16537353991904,18,45,11.722762653873657,0.23615439942459882,0.4658290740361237
Mobiluncus,10.341011418896894,14,35,8.708566078679466,0.09090909090909091,0.8421387160220769
Mogibacterium,38.9160207570535,37,98,25.724352782028223,0.19471365638766544,0.6610221775402282
Morganella,7.16876625685593,0,0,0.0,0.0,0.0
Moryella,1.1744495707109284,0,0,0.0,0.0,0.0
Mucispirillum,9.240315817883781,11,28,6.770119418787333,0.25,0.7326718644923791
Murdochiella,12.294604197258614,12,42,7.3453526200454915,0.12499999999999999,0.5974452289959297
Mycoplasma,0.0,0,0,0.0,0.0,
Neisseria,9.894193303735559,4,10,2.08753300197613,0.07692307692307696,0.2109856698663832
Odoribacter,29.6500587589933,0,0,0.0,0.0,0.0
Olsenella,23.12376686602778,20,47,13.487795445578836,0.13434247871333976,0.5832871228862974
Oribacterium,9.142122930498434,9,23,5.311692990851548,0.08450704225352122,0.5810130788256587
Oscillibacter,36.88887695288681,20,87,10.62521868431814,0.11004561290090871,0.28803312982090234
Oxalobacter,0.0,0,0,0.0,0.0,
Pantoea,0.0,0,0,0.0,0.0,
Papillibacter,8.97157392234119,4,20,2.08753300197613,0.12280701754385964,0.23268302976111185
Parabacteroides,21.66903386237028,17,52,10.602774571964414,0.07854233469104777,0.489305367249291
Paracoccus,0.0,0,0,0.0,0.0,
Paraeggerthella,1.8021825451733138,0,0,0.0,0.0,0.0
Paraprevotella,26.46665076976539,20,55,12.3211872411011,0.08676585009313152,0.46553632147428375
Parasutterella,28.951668782243623,7,43,4.078418724214674,0.07299568360023469,0.1408699013134612
Parvimonas,3.2262745699947737,0,0,0.0,0.0,0.0
Pediococcus,3.812695125444579,0,0,0.0,0.0,0.0
Pelomonas,17.865829860727693,11,37,6.51410431918903,0.08823529411764712,0.36461246804483477
Peptococcus,46.70417297497864,53,134,35.71256596326697,0.2845927379784104,0.7646547125970878
Peptoniphilus,5.77527037113439,9,20,5.311692990851549,0.03921568627450976,0.9197306185698482
Peptostreptococcus,5.785453665420185,9,20,5.489351317230916,0.04563233376792685,0.948819510912501
Phascolarctobacterium,10.739791617896298,7,25,4.078418724214674,0.056484891511736315,0.3797484038161954
Phocaeicola,0.0,0,0,0.0,0.0,
Photobacterium,4.470646549638938,6,13,3.395368383684324,1.0,0.7594803896896173
Porphyromonas,12.284463484786746,5,34,2.730498170069665,0.0892857142857143,0.22227248047512638
Prevotella,35.794362243082546,41,71,29.84912471542816,0.2885545015727138,0.8339057562394946
Proteus,0.0,0,0,0.0,0.0,
Providencia,0.3255888952226552,0,0,0.0,0.0,0.0
Pseudobutyrivibrio,19.132552569649675,10,43,5.869231873311797,0.15748031496063006,0.30676679716130867
Pseudoflavonifractor,35.823171558612486,27,94,15.30158881344916,0.12592047128129555,0.4271422140391253
Pseudomonas,16.010261355718434,20,49,13.320313405976782,0.19685039370078738,0.8319860063508036
Pseudoramibacter,7.426747723789354,4,10,2.08753300197613,0.021739130434782605,0.28108306349081247
Psychrobacter,19.707451789725763,25,79,17.15640549724221,0.6000000000000001,0.8705542289433122
Pyramidobacter,14.736500635830364,16,47,10.35365970425305,0.12195121951219513,0.7025860453654198
Ralstonia,20.163244472221454,25,89,17.15640549724221,0.5,0.8508752408809152
Rhodococcus,0.0,0,0,0.0,0.0,
Rikenella,15.320732365845263,11,38,6.381744083057685,0.05172413793103446,0.4165430170482321
Robinsoniella,2.573987255654315,0,0,0.0,0.0,0.0
Roseburia,66.00240000020789,67,177,50.9899356907426,0.30342715571994355,0.772546690583706
Rothia,26.21988541007982,8,31,4.439113171269696,0.06547619047619056,0.16930330174376543
Ruminococcus,57.16952679453964,52,162,36.16001272614467,0.21307196075566867,0.6325050206572355
SR1_genera_incertae_sedis,14.768439330557305,11,44,6.725988514952499,0.1379310344827586,0.45542987748446717
Saccharofermentans,17.287533674538913,22,71,15.327797603119585,0.6666666666666666,0.8866387705548983
Salmonella,16.988096779233857,20,70,11.751966200422626,0.15000000000000002,0.6917765040512458
Sarcina,17.231260367918935,21,73,14.083214683670152,0.6792452830188679,0.8173061275244963
Scardovia,13.234149137367343,15,27,9.800704959232776,0.0930232558139535,0.7405617737493944
Schwartzia,7.269880624522784,8,32,4.777032605283932,0.9538461538461539,0.657099181129609
Selenomonas,19.033013295989207,11,64,6.547778597067847,0.2,0.34402217322296774
Serratia,3.648574115440875,0,0,0.0,0.0,0.0
Shuttleworthia,0.0,0,0,0.0,0.0,
Slackia,26.17668791726833,23,60,15.249007568269363,0.12054794520547975,0.5825415200144493
Sneathia,2.0062872533456084,0,0,0.0,0.0,0.0
Solobacterium,27.984246611284377,16,54,9.50293582868066,0.10344827586206906,0.33958162106993056
Sporobacter,50.143168787959624,43,121,27.56519756585556,0.21294117647058852,0.549729868138579
Staphylococcus,18.06984052535646,4,18,2.08753300197613,0.04597701149425288,0.11552581214243723
Stenotrophomonas,6.101314210489713,0,0,0.0,0.0,0.0
Streptobacillus,0.3397617398097293,0,0,0.0,0.0,0.0
Streptococcus,31.935142193079727,30,107,18.94596415826637,0.15924221656549825,0.5932638108739005
Streptophyta,42.81590680277433,48,140,30.062354081872762,0.25126135216952467,0.7021305007120583
Subdoligranulum,9.136889814829278,4,15,2.08753300197613,0.01930036188178521,0.2284730410766298
Succinatimonas,9.953902500312642,0,0,0.0,0.0,0.0
Succiniclasticum,12.602455440646056,7,16,3.9028080883409793,0.08051792145429632,0.3096863231710744
Succinivibrio,2.556503705328752,0,0,0.0,0.0,0.0
Sutterella,12.155124193090773,5,17,2.730552453576397,0.045365996851065904,0.2246420859384144
Synergistes,11.335613632702046,12,50,7.693816949782312,1.0,0.6787296390895385
Syntrophococcus,13.464796113660855,10,52,5.869231873311799,0.5,0.43589459682624576
Tannerella,7.070479360750014,0,0,0.0,0.0,0.0
Tetragenococcus,0.0,0,0,0.0,0.0,
Thermogymnomonas,3.2696579980760916,0,0,0.0,0.0,0.0
Treponema,9.605999151030948,0,0,0.0,0.0,0.0
Turicibacter,25.42256982102151,22,79,15.071338894263741,0.1538108356290181,0.5928330220102884
Vagococcus,22.83934737369649,11,56,6.7259885149525,0.5,0.29449127441787826
Vampirovibrio,0.0,0,0,0.0,0.0,
Varibaculum,5.89933770654123,9,20,5.4892536069187985,0.1875,0.9304864172858375
Veillonella,13.34547846965134,8,18,4.777032605283932,0.04465886773119313,0.35795139276177146
Victivallis,28.877543692744688,18,54,10.462398918123327,0.15958354668032176,0.36230224528244565
Weissella,21.679949105361477,25,102,16.534449406009873,0.1555555555555556,0.7626608958192104
Wohlfahrtiimonas,0.0,0,0,0.0,0.0,
Xylanibacter,0.0,0,0,0.0,0.0,
Yersinia,3.42042992049883,4,13,2.087489575170744,0.7200000000000001,0.6103003492807442
unclassified_Acanthopleuribacteraceae,1.0065911778392722,0,0,0.0,0.0,0.0
unclassified_Acetobacteraceae,30.827547657180105,28,74,19.223259525902392,0.1689189189189191,0.6235740753587016
unclassified_Acidaminococcaceae,42.187672747535274,43,106,28.68110972843652,0.18247184076531334,0.6798457430935712
unclassified_Acidimicrobiaceae,1.902302000951727,0,0,0.0,0.0,0.0
unclassified_Acidimicrobineae,16.523488442190068,19,65,12.693086879864474,0.25,0.7681844499285465
unclassified_Actinomycetaceae,17.648596703054547,12,52,7.186937798760961,0.1739130434782609,0.40722432041959883
unclassified_Aerococcaceae,14.700980105077432,11,40,6.229142982391588,0.211764705882353,0.4237229720649825
unclassified_Aeromonadaceae,0.0,0,0,0.0,0.0,
unclassified_Alcaligenaceae,7.709608990354354,9,24,5.489351317230916,0.4090909090909091,0.7120142310847092
unclassified_Alicyclobacillaceae,2.038938011904849,0,0,0.0,0.0,0.0
unclassified_Alteromonadaceae,14.495751444093719,10,40,5.579832059948134,0.15384615384615385,0.38492878975388556
unclassified_Alteromonadales,0.0,0,0,0.0,0.0,
unclassified_Anaerolineaceae,0.0,0,0,0.0,0.0,
unclassified_Anaeroplasmataceae,24.07251363136551,30,77,20.856528238973503,0.253412757508067,0.8664042550088451
unclassified_Anaplasmataceae,16.419031407457613,8,21,4.7771194588947035,0.07812499999999999,0.2909501383087013
unclassified_Aquificaceae,14.100707080200813,17,44,11.317861022511106,0.6000000000000001,0.8026449282392955
unclassified_Arenicella,14.702271937933727,14,59,9.210430994578626,1.0,0.6264631094745667
unclassified_Aurantimonadaceae,15.189787523455582,18,61,12.052887798054346,1.0,0.7934862669700062
unclassified_Bacillaceae,48.938300662052924,18,64,10.658948462698097,0.14841849148418457,0.21780381252516834
unclassified_Bacillales,28.644141893500688,28,71,19.641574586041767,0.24137931034482757,0.6857100016844425
unclassified_Bacteroidaceae,24.980253281390446,18,41,11.852521408078722,0.09202407252228292,0.4744756297930935
unclassified_Bacteroidales,0.02808965319436018,0,0,0.0,0.0,0.0
unclassified_Bdellovibrionaceae,22.70136384499501,15,47,9.090187778096844,0.08610810278625541,0.4004247427672045
unclassified_Beijerinckiaceae,17.800316266311658,21,67,14.740343555844944,0.6285714285714288,0.8280944751381791
unclassified_Beutenbergiaceae,5.188131855502994,4,14,2.08753300197613,0.22222222222222218,0.4023669906850781
unclassified_Bifidobacteriaceae,24.690262198618342,20,58,12.415829974906751,0.12977099236641243,0.5028634315435312
