name,SAFE total score,number of enriched nodes,number of enriched samples,SAFE enriched score,enriched abundance ratio,enriched SAFE score ratio
unclassified_Bacteroidaceae,36.835145406721566,33,81,22.011313589367255,0.17376399786699287,0.5975628261087493
unclassified_Bacteroidales,1.262658350952881,0,0,0.0,0.0,0.0
unclassified_Bdellovibrionaceae,30.143162759267383,0,0,0.0,0.0,0.0
unclassified_Beijerinckiaceae,20.083866917685405,0,0,0.0,0.0,0.0
unclassified_Beutenbergiaceae,9.123751927859058,0,0,0.0,0.0,0.0
unclassified_Bifidobacteriaceae,36.948249936514,0,0,0.0,0.0,0.0
unclassified_Bogoriellaceae,19.96916662294281,0,0,0.0,0.0,0.0
unclassified_Bradyrhizobiaceae,22.653930850204247,0,0,0.0,0.0,0.0
unclassified_Brucellaceae,11.7381500059204,0,0,0.0,0.0,0.0
unclassified_Bryobacter,39.90309755920446,33,104,22.011313589367255,0.20114942528735671,0.5516191708352701
unclassified_Burkholderiaceae,5.028416556801774,0,0,0.0,0.0,0.0
unclassified_Burkholderiales,15.238845987866059,0,0,0.0,0.0,0.0
unclassified_Caldisericaceae,20.247582963170743,0,0,0.0,0.0,0.0
unclassified_Caldisphaeraceae,9.365978345742926,0,0,0.0,0.0,0.0
unclassified_Carnobacteriaceae,34.858456513580116,34,91,22.825238242418813,0.2239142695995486,0.6547977313202776
unclassified_Caulobacteraceae,17.646716359742367,0,0,0.0,0.0,0.0
unclassified_Cellulomonadaceae,31.675550338962093,0,0,0.0,0.0,0.0
unclassified_Chitinophagaceae,18.564859018434788,0,0,0.0,0.0,0.0
unclassified_Chloroplast,9.672102969660354,0,0,0.0,0.0,0.0
unclassified_Chromatiaceae,0.0,0,0,0.0,0.0,
unclassified_Chrysiogenaceae,6.109155600924852,0,0,0.0,0.0,0.0
unclassified_Clostridiaceae,57.616103230911094,58,149,43.420871174414216,0.2381597055170794,0.7536238783868132
unclassified_Clostridiales,47.47774714701618,38,92,26.12233114456087,0.21382715122390702,0.5502015726161634
unclassified_Comamonadaceae,14.226973458328235,0,0,0.0,0.0,0.0
unclassified_Conexibacteraceae,32.43981901101246,0,0,0.0,0.0,0.0
unclassified_Coriobacteriaceae,36.01736762077217,36,93,24.465739225003606,0.14084985835694044,0.6792761615064163
unclassified_Corynebacteriaceae,13.178701906737125,0,0,0.0,0.0,0.0
unclassified_Corynebacterineae,0.0,0,0,0.0,0.0,
unclassified_Cryomorphaceae,52.81659754067804,33,116,22.011313589367255,0.22222222222222207,0.4167499349501771
unclassified_Cryptosporangiaceae,0.0,0,0,0.0,0.0,
unclassified_Cyclobacteriaceae,9.749059118045903,0,0,0.0,0.0,0.0
unclassified_Cystobacteraceae,19.713141141144444,0,0,0.0,0.0,0.0
unclassified_Cytophagaceae,14.543215013819992,0,0,0.0,0.0,0.0
unclassified_Deferribacteraceae,26.36454851911992,0,0,0.0,0.0,0.0
unclassified_Dehalogenimonas,8.41475298165881,0,0,0.0,0.0,0.0
unclassified_Deinococcaceae,9.961204096936406,0,0,0.0,0.0,0.0
unclassified_Dermacoccaceae,0.0,0,0,0.0,0.0,
unclassified_Dermatophilaceae,5.8928963123597535,0,0,0.0,0.0,0.0
unclassified_Desulfarculaceae,13.15264446753319,0,0,0.0,0.0,0.0
unclassified_Desulfobacteraceae,22.00933392203533,0,0,0.0,0.0,0.0
unclassified_Desulfobulbaceae,36.506079169739394,0,0,0.0,0.0,0.0
unclassified_Desulfohalobiaceae,35.06073207391449,0,0,0.0,0.0,0.0
unclassified_Desulfomicrobiaceae,27.462521985833767,0,0,0.0,0.0,0.0
unclassified_Desulfonatronaceae,26.298509009442046,0,0,0.0,0.0,0.0
unclassified_Desulfovibrionaceae,36.20545798037481,0,0,0.0,0.0,0.0
unclassified_Desulfurellaceae,18.58714728959098,0,0,0.0,0.0,0.0
unclassified_Desulfuromonadaceae,8.067409163507397,0,0,0.0,0.0,0.0
unclassified_Dietziaceae,25.316618732234755,0,0,0.0,0.0,0.0
unclassified_Ectothiorhodospiraceae,25.76618607827917,0,0,0.0,0.0,0.0
unclassified_Eionea,14.470783138472802,0,0,0.0,0.0,0.0
unclassified_Elioraea,13.234868423372486,0,0,0.0,0.0,0.0
unclassified_Elusimicrobiaceae,20.147413430073843,0,0,0.0,0.0,0.0
unclassified_Enterobacteriaceae,13.951036942301444,0,0,0.0,0.0,0.0
unclassified_Enterococcaceae,17.93248651516263,0,0,0.0,0.0,0.0
unclassified_Erysipelotrichaceae,22.479440421061433,0,0,0.0,0.0,0.0
unclassified_Erythrobacteraceae,15.983195328831243,0,0,0.0,0.0,0.0
unclassified_Eubacteriaceae,50.926287834581146,0,0,0.0,0.0,0.0
unclassified_Euzebyaceae,14.346400539064295,0,0,0.0,0.0,0.0
unclassified_Family,7.4049732083871165,0,0,0.0,0.0,0.0
unclassified_Ferroplasmaceae,27.938770336782852,0,0,0.0,0.0,0.0
unclassified_Flammeovirgaceae,11.814618173348448,0,0,0.0,0.0,0.0
unclassified_Flavobacteriaceae,6.441451013568839,0,0,0.0,0.0,0.0
unclassified_Fusobacteriaceae,22.02451968983072,0,0,0.0,0.0,0.0
unclassified_Geminicoccus,31.9240501665382,0,0,0.0,0.0,0.0
unclassified_Geobacteraceae,12.818858768187493,0,0,0.0,0.0,0.0
unclassified_Gilvimarinus,19.015824171103638,0,0,0.0,0.0,0.0
unclassified_Gracilibacteraceae,57.005712888455,55,139,40.7521613131584,0.3116871305138709,0.7148785489780565
unclassified_Granulosicoccaceae,0.0,0,0,0.0,0.0,
unclassified_Hahellaceae,18.05660464587395,0,0,0.0,0.0,0.0
unclassified_Halanaerobiaceae,10.887885143730818,0,0,0.0,0.0,0.0
unclassified_Halobacteriaceae,25.744136719570264,0,0,0.0,0.0,0.0
unclassified_Halobacteroidaceae,22.870943861540276,0,0,0.0,0.0,0.0
unclassified_Halomonadaceae,20.366680417051082,0,0,0.0,0.0,0.0
unclassified_Haloplasmataceae,0.522480466141426,0,0,0.0,0.0,0.0
unclassified_Halothiobacillaceae,7.777304946754521,0,0,0.0,0.0,0.0
unclassified_Helicobacteraceae,18.13737571351839,0,0,0.0,0.0,0.0
unclassified_Heliobacteriaceae,33.9680145016622,0,0,0.0,0.0,0.0
unclassified_Holophagaceae,2.914443263055921,0,0,0.0,0.0,0.0
unclassified_Hydrogenophilaceae,33.25980261916125,37,131,25.29207894815107,0.6666666666666666,0.7604398389778805
unclassified_Hyphomicrobiaceae,27.13420410880957,0,0,0.0,0.0,0.0
unclassified_Hyphomonadaceae,18.72155211274693,0,0,0.0,0.0,0.0
unclassified_Ignavibacteriaceae,35.776393620374456,0,0,0.0,0.0,0.0
unclassified_Incertae,58.720885095736904,55,140,40.7521613131584,0.3529738743746526,0.6939977360136382
unclassified_Intrasporangiaceae,15.12935096234453,0,0,0.0,0.0,0.0
unclassified_Kiloniellaceae,44.95625543159909,43,120,30.328851635534917,0.2500929483207347,0.6746302899199477
unclassified_Kineosporiaceae,2.2835466292307904,0,0,0.0,0.0,0.0
unclassified_Kofleriaceae,37.979067074444025,0,0,0.0,0.0,0.0
unclassified_Ktedonobacteraceae,0.07499956774300197,0,0,0.0,0.0,0.0
unclassified_Lachnospiraceae,77.83854365504104,58,161,43.420871174414216,0.18463462056030996,0.5578325227517558
unclassified_Lactobacillaceae,8.789685581335549,0,0,0.0,0.0,0.0
unclassified_Legionellaceae,7.102067470841859,0,0,0.0,0.0,0.0
unclassified_Lentisphaeraceae,25.05743387205501,0,0,0.0,0.0,0.0
unclassified_Leptospiraceae,0.013258058762604826,0,0,0.0,0.0,0.0
unclassified_Leptotrichiaceae,0.522480466141426,0,0,0.0,0.0,0.0
unclassified_Leuconostocaceae,10.922517058508083,0,0,0.0,0.0,0.0
unclassified_Listeriaceae,0.0,0,0,0.0,0.0,
unclassified_Marinifilum,12.450828373209337,0,0,0.0,0.0,0.0
unclassified_Marinilabiaceae,40.75154321068079,39,105,26.956392830311046,0.13694112558793364,0.6614815220849329
unclassified_Mariprofundaceae,14.355552304780579,0,0,0.0,0.0,0.0
unclassified_Methanobacteriaceae,37.67616841049782,0,0,0.0,0.0,0.0
unclassified_Methanocellaceae,8.15798757601845,0,0,0.0,0.0,0.0
unclassified_Methanomicrobiaceae,15.560114012996918,0,0,0.0,0.0,0.0
unclassified_Methanomicrobiales,12.709593055173112,0,0,0.0,0.0,0.0
unclassified_Methanosarcinaceae,22.62941360089338,0,0,0.0,0.0,0.0
unclassified_Methermicoccaceae,19.79172259835996,0,0,0.0,0.0,0.0
unclassified_Methylococcaceae,15.018230934107915,0,0,0.0,0.0,0.0
unclassified_Methylocystaceae,21.645957851176213,0,0,0.0,0.0,0.0
unclassified_Microbacteriaceae,15.367822826253658,0,0,0.0,0.0,0.0
unclassified_Micrococcaceae,24.38353720185666,0,0,0.0,0.0,0.0
unclassified_Micromonosporaceae,0.0,0,0,0.0,0.0,
unclassified_Moraxellaceae,7.203079152993001,0,0,0.0,0.0,0.0
unclassified_Mycoplasmataceae,0.0,0,0,0.0,0.0,
unclassified_Nakamurellaceae,2.1226828183759228,0,0,0.0,0.0,0.0
unclassified_Nannocystaceae,12.582943511314527,0,0,0.0,0.0,0.0
unclassified_Natranaerobiaceae,40.8459758478022,0,0,0.0,0.0,0.0
unclassified_Neisseriaceae,37.5969050980887,38,113,26.12233114456087,0.231968810916179,0.6948000394290126
unclassified_Nitrosomonadaceae,13.54960439787904,0,0,0.0,0.0,0.0
unclassified_Nitrospiraceae,0.0,0,0,0.0,0.0,
unclassified_Nocardioidaceae,0.0,0,0,0.0,0.0,
unclassified_Oceanospirillaceae,29.029565321863515,0,0,0.0,0.0,0.0
unclassified_Oleiphilaceae,11.311332501424284,0,0,0.0,0.0,0.0
unclassified_Opitutaceae,23.565471126448006,0,0,0.0,0.0,0.0
unclassified_Orbus,10.370536471572448,0,0,0.0,0.0,0.0
unclassified_Oxalobacteraceae,44.631297702414784,0,0,0.0,0.0,0.0
unclassified_Paenibacillaceae,1.3165986754065075,0,0,0.0,0.0,0.0
unclassified_Parachlamydiaceae,5.412857791318242,0,0,0.0,0.0,0.0
unclassified_Pasteurellaceae,14.656389440479016,0,0,0.0,0.0,0.0
unclassified_Peptococcaceae,55.14264569562069,46,122,32.89385682306625,0.20287425149700689,0.5965230069778572
unclassified_Peptostreptococcaceae,32.97437707791104,0,0,0.0,0.0,0.0
unclassified_Phycisphaeraceae,0.0,0,0,0.0,0.0,
unclassified_Planctomycetaceae,10.647809278825534,0,0,0.0,0.0,0.0
unclassified_Planococcaceae,14.956082503658891,0,0,0.0,0.0,0.0
unclassified_Polyangiaceae,15.552965153780093,0,0,0.0,0.0,0.0
unclassified_Porphyromonadaceae,57.44046983289991,46,135,32.89385682306625,0.2236074803941278,0.5726599541883586
unclassified_Porticoccus,0.5227698092618609,0,0,0.0,0.0,0.0
unclassified_Prevotellaceae,30.331312730333558,0,0,0.0,0.0,0.0
unclassified_Prolixibacter,19.859568004529542,0,0,0.0,0.0,0.0
unclassified_Promicromonosporaceae,0.0,0,0,0.0,0.0,
unclassified_Pseudomonadaceae,15.669528920120577,0,0,0.0,0.0,0.0
unclassified_Pseudomonadales,16.132892661299767,0,0,0.0,0.0,0.0
unclassified_Pseudonocardiaceae,11.93448687373321,0,0,0.0,0.0,0.0
unclassified_Puniceicoccaceae,51.43739350081036,40,111,27.7941663044901,0.1946282600233557,0.5403494308873218
unclassified_Rhizomicrobium,39.643070846155354,0,0,0.0,0.0,0.0
unclassified_Rhodobacteraceae,6.238397736571514,0,0,0.0,0.0,0.0
unclassified_Rhodobiaceae,33.793018457932874,0,0,0.0,0.0,0.0
unclassified_Rhodocyclaceae,22.376443883650317,0,0,0.0,0.0,0.0
unclassified_Rhodospirillaceae,35.244765556231584,0,0,0.0,0.0,0.0
unclassified_Rickettsiaceae,34.37683735758833,0,0,0.0,0.0,0.0
unclassified_Rikenellaceae,46.81454834967836,45,134,32.035613924533614,0.26293943777121065,0.6843089392905296
unclassified_Ruminococcaceae,77.20837490588325,74,177,56.80814676525162,0.25429473220620985,0.7357770039131191
unclassified_Saprospiraceae,28.784329202287815,0,0,0.0,0.0,0.0
unclassified_Sedimenticola,15.452316917961346,0,0,0.0,0.0,0.0
